frequency,time,speedup,efficiency
20.0,973.4,6.6592562153277175,0.10405087836449559
10.0,255.34,11.156183911647215,0.17431537361948773
6.666666666666667,140.34,14.207781103035485,0.22199657973492945
5.0,104.92,11.378955394586352,0.17779617804041176
4.0,87.3,9.451546391752577,0.14768041237113402
3.3333333333333335,82.24,6.818822957198444,0.10654410870622569
2.857142857142857,79.78,4.872900476309852,0.07613906994234143
2.5,79.32,3.263237518910741,0.05098808623298033
2.2222222222222223,78.32,2.09320735444331,0.032706364913176716
2.0,78.22,1.259268729225262,0.01967607389414472
1.8181818181818181,78.4,0.5038265306122449,0.007872289540816327
1.6666666666666667,77.9,0.24749679075738126,0.0038671373555840822
1.5384615384615383,77.96,0.2003591585428425,0.003130611852231914
1.4285714285714286,78.04,0.17734495130702202,0.002771014864172219
1.3333333333333333,78.14,0.15638597389301254,0.002443530842078321
1.25,79.14,0.13924690422036895,0.002175732878443265
1.1764705882352942,79.96,0.12756378189094547,0.001993184092046023
1.1111111111111112,79.92,0.11786786786786786,0.0018416854354354353
1.0526315789473684,79.58,0.11108318673033425,0.0017356747926614727
1.0,79.82,0.10423452768729644,0.0016286644951140068
